crag,route_name,route_rating,bouldering_grade,route_difficulty
Black Mountain,Soul Snatch,5.12c,V9,1.5126770210288607
Black Mountain,Can Opener,5.12b,V8,-0.3793774678391015
Joshua Tree,Meadows Direct,5.12a,V7,1.9145659868595546
Poudre Canyon,Hank's Arete,5.11a,V5,0.9581491027367142
Poudre Canyon,Tilt,5.12b,V8,1.8089115782177085
Lost Cove,Patio Arete,5.10c,V4,-0.14582753905524595
American Fork,Hell,5.13a,V10,2.338938074858338
Hound Ears,Twisted Agenda,5.12d,V9,0.7737965394018195
Red Rocks,Wonderstuff,5.12d,V9,0.4956201940773205
Rifle,I am not a Philistine,5.12c,,1.4246374297234305
Rifle,Left El Sapper,5.12a,V7,0.14472605913259573
Blowing Rock,Right Maddux,5.11a,V5,0.8683589365090466
Lost Cove,Beasley's Face,5.11a,V5,0.8538976466053005
McKenzie Pond,Slobadon,5.11a,V5,-0.22498779127652563
McKenzie Pond,Slot Machine,5.11a,V5,0.3108695583070888
Bishop,Shaft,5.11a,V5,1.3991871627655252
New River Gorge,Pocket Route,5.13a,V10,1.66755499010508
Joe's Valley,Kelly's Arete,5.11a,V5,-0.6058177102415173
Indian creek,Incredible Hand Crack,5.10c,V4,-1.592395543448552
Lost Cove,Conditions,5.11d,V6,0.17701795884529528
New River Gorge,Dining at the Altar,5.12a,V7,-0.24949054261008086
New River Gorge,Graffiti,5.12a,V7,0.8651483354035151
New River Gorge,Sloth,5.12c,,0.7683681722093747
Joshua Tree,Scatterbrain,5.11d,V6,1.5373335433943414
Red River Gorge,Glory Be,5.12a,V7,-1.318757280960976
Red River Gorge,Pine,5.12a,V7,-1.6345178680475023
Red River Gorge,Aquaduck Pocket,5.11b,V5,-1.6557826425713456
Red River Gorge,Relaxed Atmosphere,5.11b,V5,-1.6998504726360644
Red River Gorge,Third World Lover,5.11b,V6,-0.9499550438988869
Red River Gorge,Yadda Yadda Yadda,5.11b,V5,-2.7971198331971148
New River Gorge,Tit Speed,5.11b,,-1.053479118269472
Red River Gorge,Bohica,5.13b,V11,1.2308094900942343
Red River Gorge,Ethics Police,5.11d,V6,-1.7022508627189028
HP 40,Bum Boy,5.10c,V4,1.3085627836775036
Black Mountain,Stanage Problem,5.11d,V6,1.1963657523893634
Boulder Canyon,Boulder Quartz System,5.12a,V7,-1.6950120714150372
Clear Creek Canyon,Ken T'ank,5.12c,V8,0.0068306962594470505
Rumney,Dark Star,5.13d,V13,2.1044800460329283
Rifle,Eurotrash,5.13b,V11,3.082257069963502
Pawtuckaway,Gadgetry,5.11a,V5,0.5271059463057672
Smith Rocks,Caffeine Free,5.10b,V3,-2.4254164562243563
Rocktown,Digital Scales,5.12d,V9,1.9671778754332523
Blowing Rock,Kill by Numbers,5.12d,V9,1.7892035947251315
Grandmother,Hot Rod,5.12c,V8,2.250665817374803
Hueco Tanks,Donkey Head,5.10c,V4,-0.06417450197349756
Clear Creek Canyon,Hot Dog,5.11b,V7,-1.6612248499427944
Owens River Gorge,Klingon,5.12a,V7,-0.8158590804677164
Owens River Gorge,Dr. Claw,5.11d,V6,-1.627124330490783
Lincoln Woods,Clutch,5.12c,V9,1.171474615638113
American Fork,Death of a Sailsman,5.12a,V7,-0.6303015376794333
Owens River Gorge,Photon Torpedo,5.11b,V5,-2.828604620815639
Red River Gorge,The Low Easy One,5.12b,V8,-1.2138715773470576
Red River Gorge,8-Ball,5.12d,V9,1.339563467028074
Red River Gorge,Hoofmaker,5.13a,V10,0.6919051964285385
Red River Gorge,Rocket Dog,5.12b,V8,-1.0508212539157404
Red River Gorge,Team Wilson,5.12d,V9,0.056538661113094954
Red River Gorge,The Chronic,5.12b,V8,-1.3583966935320195
Red River Gorge,Skin Boat,5.13a,V10,1.122872771104339
French's Dome,Road Rage,5.12a,V7,-0.6073094351785443
Flatirons,Captain Hook,5.12d,V9,2.390126850369178
Bishop,Prozac Nation,5.9,V2,-2.7289006267973717
Yosemite,Cocaine Corner,5.11a,V5,1.4311854539174114
Jailhouse,Straight Jacket,5.12a,V7,0.14993092456960833
Bishop,Gang Related,5.12c,V8,1.630738531755879
RMNP,Right El Jorge,5.12d,V9,1.6719099761148766
Castle Rock,Duct Tape,5.11d,V6,1.3919394932989881
Castle Rock,Yabo Roof,5.11a,V5,1.2516367528802153
Castle Rock,Coz Daddy Roof,5.11d,V6,1.4412289747250904
Castle Rock,Bates Arete,5.10c,V4,1.1058077232504007
Castle Rock,Beak Traverse,5.10a,V3,0.05964313117553823
Red River Gorge,In The Light,5.10c,V4,-2.8961682788303693
Lincoln Woods,Barbed Wire,5.12d,V9,1.611898421036093
Wild Iris,Last Man Standing,5.13b,V11,0.9566712101108822
Wild Iris,Cow Reggae,5.13b,V11,2.228697605498762
Wild Iris,Silverbelly,5.13a,V10,1.328283474586782
Yosemite,King Cobra,5.12c,V8,2.8022590143305095
Sandrock,Misty,5.10c,V4,-1.5530049982430283
Rifle,Tijuana Crack Whore,5.10d,V4,-2.641887033239238
Hueco Tanks,The Hog,5.11a,V5,0.933962780668309
American Fork,I'll take Black,5.12c,,1.1956577268038675
VRG,Bloody Mary,5.11d,V6,-1.6568302670360688
Hueco Tanks,Shrimp Fishing,5.10c,V4,-0.9875668775740666
Red River Gorge,Last of the bohicans,5.13d,V13,2.448981445021607
Red River Gorge,Pogue Ethics,5.9,V2,-3.1561573736108643
Red River Gorge,Stay Left,5.10a,V3,-3.536018964696227
Red River Gorge,Fast Food Christians,5.10a,V3,-2.6550307893673812
Stoney Point,The Crack,5.10a,V3,0.9521992455926125
Bishop,Browning Variation,5.10c,V4,-0.451443286264375
Clear Creek Canyon,Pizza Dick,5.12c,,0.3887942790390579
Stoney Point,Three Pigs,5.7,V1,-0.05929252068847285
Red River Gorge,Creature Feature,5.9,V2,-3.188487752011549
Red River Gorge,Put me in the Zoo,5.9,V2,-2.7129042668025583
Red River Gorge,Kampsight,5.9,V2,-3.3652901472123813
Red River Gorge,All Cows Eat Grass,5.8,V1,-2.9805448433646755
LCC,Fat Grips,5.12d,V9,2.0422548667818634
American Fork,Erection or Ejection,5.11d,V6,-1.6342649170318604
Red River Gorge,Trouble Clef,5.9,V2,-3.228201915755103
Hueco Tanks,No Wonder,5.12a,V7,1.5224508138174833
Yosemite,Cranium Crusher,5.10a,V3,0.9653451354923135
Hueco Tanks,T-Bone Shuffle,5.10c,V4,-0.9888874859288252
Foster falls,Crawdaddy,5.10a,V3,-2.5447450625597714
Foster falls,Twist and Shout,5.9,V2,-2.6358085921339045
Foster falls,Narcissism,5.10b,V4,-2.115786518211746
Foster falls,Fish-Eyed Fool,5.10b,V3,-2.1831460555215974
Rifle,Merry Maids,5.10a,V3,-3.032225363981126
Red Rocks,Sunny and steep,5.12a,V7,-1.515374052835481
Red River Gorge,Mule,5.12c,V8,-0.6218378764772668
Red River Gorge,Golden Touch,5.13b,V11,2.8948020550822897
Red Rocks,Stratocaster direct,5.12b,V8,0.17995910924367922
Turtle Wall,Dancing Fox,5.12b,V8,-1.0406241286145848
Sinks Canyon,The Throne,5.13a,V10,1.981630439283158
Maple Canyon,Sluggo,5.13a,V10,1.9077976889074686
American Fork,Xtension,5.13a,V10,0.8998120963512799
HP 40,Mariachi,5.11a,V5,0.0294412548565823
Gunks,Yikes,5.12d,V9,1.596682109635752
Red Rocks,Cling Free,5.12b,V8,-0.25804344193792345
Gunks,Baby Hole,5.10a,V3,0.2621399830709382
Red River Gorge,The Legend,5.13b,V11,3.346100518297289
Farley,Tweeky Bird,5.12b,V8,1.4961235232028556
Farley,The Wave,5.12a,V7,1.9587157790758318
Rocktown,Comet Arete,5.8,V1,-2.078879969095469
Rocktown,The Standard,5.10a,V3,-0.2645811264736927
Rocktown,Unknown,5.10a,V3,-0.8040570056597781
HP 40,Eight Ball,5.9,V2,-1.2229754338015197
HP 40,Wasp,5.9,V2,-1.0652106359051914
New River Gorge,Control,5.12a,V7,0.17585429233007455
New River Gorge,Pockets of Resistance,5.12a,V7,1.2396042531684084
New River Gorge,Bourbon Sauce,5.11d,V6,-0.516173793788929
New River Gorge,Pettifogger,5.12c,V8,0.6645917719097619
Summersville Lake,All the Way Baby,5.12b,V8,1.576229440492751
New River Gorge,New World Order,5.12a,V7,0.21446483926584037
New River Gorge,All The Right Moves,5.11d,V6,-0.6147657078803085
New River Gorge,Mensa,5.11d,V6,-0.3986410604233638
Red River Gorge,The Infidel,5.11d,V6,-2.3508344342133656
Red River Gorge,Government Cheese,5.11d,V6,-1.60035221986218
Red Rocks,Desert Pickle,5.11b,V6,-1.679898925693348
Red Rocks,American Sportsman,5.10c,V4,-2.7833465976602225
Red Rocks,Pump First Pay Later,5.10b,,-2.403049110119804
Red River Gorge,White Man's Overbite,5.13c,V12,2.9754504525478196
Joshua Tree,White Rastafarian,5.10a,V3,-0.9523412970675365
New River Gorge,Finders Keepers,5.12c,V8,0.624818302190752
Malibu Creek,Johnny Can't Lead,5.11b,V5,-1.371654386282825
Bishop,Evilution (to the lip),5.13a,V10,2.3253285729857875
Ibex,White Arete,5.12b,V8,1.4426751345818678
Horseshoe Canyon Ranch,Kung Fu,5.12c,V8,1.6869362741399576
Red River Gorge,One Brick Shy,5.10c,V4,-3.859102086010357
Hueco Tanks,100 Proof Roof,5.10a,V3,-0.17533507115380245
Gunks,Crouching Dragon,5.13b,V11,2.3970644666705607
Red Rocks,Cannabis,5.12a,V7,-1.5786451013510225
Wild Iris,Atomic Stetson,5.13c,V12,1.8336489081733565
HP 40,Slabalicious,5.12a,V7,1.1694218925075508
Bishop,Mr Witty,5.11d,V6,0.7960022857153554
Hueco Tanks,Alf in a Blender,5.11d,V6,1.4663593930494738
Hueco Tanks,Best of the West,5.12a,V7,0.07610918229335714
Red River Gorge,Big Burley,5.13b,V11,1.4488240177302574
Hueco Tanks,The Feather,5.13b,V11,2.675465269913897
Red River Gorge,American Dream,5.12b,V8,-0.8301313604790223
Hueco Tanks,Ultramega,5.12c,V8,0.34593628691562783
Hueco Tanks,Mopboys,5.11d,V6,0.3466530780231667
Citadel,Three Little Pigs,5.11d,V6,-0.34273994840897837
Red Rocks,Aftershock,5.12b,V8,-0.21588522255556042
Little River Canyon,Toomsooba,5.12a,V7,-0.4832361094967939
Horseshoe Canyon Ranch,Cloud of Stars,5.12d,V9,1.328357533694212
Hueco Tanks,Free Willy,5.13a,V10,2.493633938960297
Hueco Tanks,Scream,5.13a,V10,2.7904833320234257
Rocktown,Sherman Photo Roof,5.12a,V7,1.0568062846641313
Hound Ears,Woody's V3,5.11a,V5,-0.5827679782562444
Bishop,A Maze of Death,5.13c,V12,2.541811741467971
Rocktown,Double Trouble,5.10c,V4,-1.0089648232628547
Rocktown,Drug Test Policy,5.12a,V7,0.21683869933028896
Red Rocks,Totally Clips,5.11a,V5,-2.179566040535181
Red Rocks,Viagra Falls,5.11d,V6,-1.7814324584429186
Little Rock City,Diesel Power,5.11d,V6,1.355548692731649
HP 40,God Module,5.13b,V11,2.084649615782643
Horseshoe Canyon Ranch,Momento,5.11a,V5,1.4851759038151708
Yosemite,Root Canal,5.12a,V7,1.6185003889964604
Yosemite,The King,5.12a,V7,-0.49311316484076956
Red Rocks,Claim jumper's special,5.10c,V4,-2.815992379326885
Smith Rocks,Heresy,5.11b,V6,-0.3993022424419614
Smith Rocks,Double Trouble,5.10b,V3,-2.255428304085551
Smith Rocks,Morning Sky,5.10c,V4,-2.4374351867334068
Bradley,Busted Shadow,5.13b,V11,1.5460338862956022
Horseshoe Canyon Ranch,Orbital Mechanics,5.12c,V8,1.4484281103851957
Horseshoe Canyon Ranch,Kneeling Before Power,5.13a,V10,2.1457381135507174
Hueco Tanks,Local Flakes,5.9,V2,-0.8764386005852177
Tramway,Year of the Cat,5.13a,V10,1.8977641987962788
Boat Rock,Conundrum,5.12a,V7,1.6747211530990211
HP 40,Getcha Some,5.11d,V6,0.8167610996578178
HP 40,StepChild,5.12c,V8,1.5456990031388376
Hueco Tanks,Dark Age,5.13b,V11,3.419204971610544
Hueco Tanks,Mousie Adame,5.12a,V7,0.763181244529129
Hueco Tanks,Slim Pickins,5.11a,V5,0.7724634538204358
Hueco Tanks,Winged Victory,5.11a,V5,1.0555411579464897
Hueco Tanks,Left Donkey Show,5.11a,V5,-0.6461685521106422
Hueco Tanks,The Fin,5.10c,V4,-2.193637510556125
HP 40,Consumption,5.12c,V8,2.1159850924494434
Red River Gorge,Stella,5.11d,V6,-2.206528856668183
Boat Rock,Pizza Before Cake,5.11d,V6,0.3246186226525348
Rocktown,Splash back,5.11d,V6,1.6327780043933575
Horseshoe Canyon Ranch,Orb Weaver,5.12b,V8,1.2208904716455549
Lost Cove,Lunatic Arete,5.10a,V3,-1.670098129092169
Moe's Valley,Show of hands,5.13b,V11,2.3401534681702123
Joe's Valley,Attention,5.11d,V6,-1.9947393769706008
HP 40,Uniball,5.10c,V4,-0.6977028537488703
Yosemite,Titanic,5.11d,V6,1.827898110345216
HP 40,Sideline,5.11d,V6,1.1014094222935487
Zahnd,Chisel Chest,5.11a,V5,-0.28336653070058493
Zahnd,Kenneth's Problem,5.11a,V5,-2.0616124313874296
HP 40,Ghetto Superstar,5.12d,V9,1.9617225716612814
Little Rock City,Jerry's Kids,5.12a,V7,0.9022725750340062
Red River Gorge,Tic Tac Toe,5.12b,V8,0.17953239080261119
New River Gorge,Freaky Stylee,5.12a,V7,-0.0845328434063076
New River Gorge,New Yosemite,5.9,V2,-1.4616157224053075
HP 40,Mulletino,5.11a,V5,0.1684078556532913
HP 40,Old Inspirations,5.12a,V7,0.502388918580461
HP 40,Megatron,5.12c,V8,1.767448493840505
HP 40,Whiplash,5.11a,V5,-0.2981648554082897
Citadel,Earl the Squirrel,5.12a,V7,1.6212849940989364
HP 40,Centerpede,5.11a,V5,0.9940252464089036
HP 40,Wasteland,5.12a,V7,0.5054908102106028
Joe's Valley,I'd rather be climbing her,5.11d,V6,1.040082290785396
Bishop,Feeding Frenzy,5.12a,V7,1.46472273143198
Yosemite,Thriller,5.13a,V10,2.6791121036384995
HP 40,Redneck,5.11d,V6,0.4250931771666528
HP 40,Genesis,5.10a,V3,-0.5611381684880322
Red Rocks,Abandon Ship,5.12a,V7,1.2061813769749492
Hueco Tanks,Full Monty,5.13c,V12,2.727608600530043
Hueco Tanks,Theater of the Absurd,5.13a,V10,2.695277115876169
Hueco Tanks,Eckstein,5.13a,V10,2.5042850415611526
Hueco Tanks,Hector,5.12d,V9,0.2406414340189409
Joe's Valley,Stumblebum Traverse,5.11a,V5,-2.4590560418708667
Foster falls,Squeeze the Trigga,5.13a,V10,0.8347222986000026
Rumney,Espresso,5.10d,V4,-1.1737195234465307
Sinks Canyon,Mo,5.12c,V8,0.6313605591703647
Sinks Canyon,Bush Doctor,5.12a,V7,-0.7691462803590613
Sinks Canyon,Citadel of Hope,5.12b,V8,0.6111843042695753
Sinks Canyon,Bloodline,5.11d,V6,-1.5025636823457325
Wild Iris,Charro,5.12b,V8,0.38511452007477576
Wild Iris,Cowboy Poetry,5.11b,V8,-1.7643960816240216
Wild Iris,Gun Street Girl,5.12b,V8,0.3976186428190365
Hound Ears,Fuc Yo,5.12d,V9,1.5433041578381477
Red Rocks,Monkey Bar Direct,5.12c,V9,1.0633367681551085
Blowing Rock,Harvester of Sorrows,5.10c,V4,0.7447400152934752
Rumney,100% Columbian,5.11b,V6,-0.05400291125689561
Rumney,Vallee Daze,5.12a,V7,-0.253068595725402
Red River Gorge,Spirit Fingers,5.11b,V6,-2.5595696019127283
Obed,Maximum Overdrive,5.13a,V10,1.6841038872863439
Red River Gorge,Trust in Jesus,5.11b,V5,-2.767475202102857
Rumney,Peer Pressure,5.10d,V4,-1.8634361457735915
LCC,Pro Series,5.13b,V11,2.1470683866080567
Yosemite,Tendons Give,5.10c,V4,-0.41724853772484305
Castle Rock,Tree Route,5.10c,V4,0.9371392751410672
Bishop,King Tut,5.10a,V3,-0.49307233295471853
Blowing Rock,Tendon Sandwich,5.12a,V7,1.6946300513356047
Foster falls,Mammplitude,5.10b,V3,-2.1764277834794785
Red River Gorge,Manic Impression,5.10a,V3,-3.5542957228830634
Red River Gorge,Funkadelic,5.10b,V3,-3.0192661619581136
Red River Gorge,Possum Lips,5.10d,V4,-2.0806944610099243
Obed,It,5.10a,V3,-3.437407136288971
Obed,Ticks are for Kids,5.10a,V3,-2.6584656260073825
Obed,Rover B. Dog,5.10a,V3,-3.2301559567721254
Obed,Dutch Boy,5.10b,,-2.8920752060731187
Red River Gorge,Pulling Pockets,5.10d,V4,-2.514514461534128
Foster falls,Miss Scarlet,5.9,V2,-1.9157675826564091
Foster falls,Diamond Cutter,5.10c,V4,-1.8059686331112752
Foster falls,Mammy,5.9,V2,-1.578156576823905
Clear Creek Canyon,Mavericks,5.11d,V6,0.8755932317272496
Red River Gorge,Tuskan Raider,5.12d,V9,0.6392649844851815
Malibu Creek,Urban Struggle,5.12b,V8,-0.24898457323398365
Castle Rock,Lost Keys Traverse,5.11d,V6,1.377947666048888
New River Gorge,Massacre,5.13a,V10,1.0210832645710428
Boat Rock,Yellow Arete,5.10c,V4,-0.3000826727816067
Bishop,Cocktail Sauce,5.13a,V10,0.8334989865180827
Yosemite,Blue Suede Shoes,5.11a,V5,2.400653919828626
Hueco Tanks,Nobody Here Gets Out Alive,5.9,V2,-1.611643832123495
Smith Rocks,Darkness at Noon,5.13a,V10,1.3517934482647789
HP 40,Slider,5.12d,V9,1.8126084504159696
HP 40,Moon Arete,5.11d,V6,1.7213383655718808
Horseshoe Canyon Ranch,Numerical Methods,5.12c,V8,1.091489687221219
American Fork,Margarita,5.12c,V8,1.4684708225345882
American Fork,48,5.12c,V9,-0.004163528061689278
American Fork,Apetizer,5.12b,V8,1.2475115014202747
American Fork,Problem Child,5.12c,V8,1.1280073299781026
American Fork,Cortical Suppression,5.12c,,0.5625939064587842
American Fork,Xcess,5.12b,V8,-0.510658696951947
American Fork,Half acre,5.12a,V7,0.09192336564271517
American Fork,Mission Control,5.12a,V7,-1.579149585849823
Wild Iris,Poker Face Alice,5.12b,V8,-0.2514554740471963
Wild Iris,Court and Spark,5.12b,V8,0.354229893352894
American Fork,Black Magic,5.12b,V8,1.1569895496504696
American Fork,Orogeny,5.12a,V7,-0.48320667312541565
HP 40,The Lowdown,5.10c,V4,-0.09078525037674257
Hueco Tanks,Crap Arete Especial,5.13a,V10,2.0219857331585644
Red River Gorge,Cut Throat,5.13b,V11,2.1556459846806875
Red Rocks,Sound of Power,5.12c,V8,0.3351312605510724
Malibu Creek,Letterbox,5.11b,V5,-0.7824497620403508
New River Gorge,Apollo Reed,5.13a,V10,1.1996878616710562
Red River Gorge,Whip-Stocking,5.11a,V5,-3.5542054586013494
Red River Gorge,Fire and Brimstone,5.10d,V4,-2.665939984351102
Yosemite,Bruce Lee,5.12c,V8,1.680990708565463
Yosemite,Behave,5.12d,V9,1.4615774164297672
Yosemite,Shiver Me Timbers,5.11d,V6,0.3332822153642759
Yosemite,No Holds Bard,5.12a,V7,1.9884604671889834
Red Rocks,Monkey Bar Traverse,5.12a,V7,0.0006413578202326874
Red Rocks,My Tan,5.12a,V7,0.9190100112274308
Bishop,Mr. Witty,5.11d,V6,0.5784831150722213
Blowing Rock,Magnificent 7,5.12b,V8,1.8804765882288694
Hound Ears,The Milky Way,5.12a,V7,-0.09417707764386163
Red River Gorge,Extra Backup,5.12a,V7,-1.5749325463466781
Rocktown,The Vagina,5.12c,V8,1.6378008600277483
HP 40,Super Coola,5.11d,V6,1.2675956039288907
HP 40,Slush Puppy,5.11a,V5,-0.2628772089732476
VRG,Forever Man,5.12c,V8,-0.5516143506822226
Red Rocks,Where The Down Boys Go,5.12d,V9,0.8514605669531905
Hueco Tanks,Black Mamba,5.13a,V10,2.396571609479512
Bishop,Skye Dance,5.11d,V6,-0.38892555694578046
Joe's Valley,Anatomy Act,5.12a,V7,-0.15703243733473918
Gunks,Retribution,5.10b,V3,-1.3723614101964487
Joe's Valley,Super Sloper,5.10a,V3,-1.13479957736396
Castle Rock,Static Reach,5.12c,V9,2.1531884597068527
Red River Gorge,Green Horn,5.11a,V5,-2.4968610625461443
New River Gorge,The Pod,5.13b,V11,1.7263156498275203
Red River Gorge,Danita Dolores,5.10b,V4,-3.231660220945695
Red River Gorge,Make a Wish,5.10a,V3,-3.2912197256708158
Rumney,Stone temple Pilot,5.12a,V7,-1.2029962730332389
Bishop,All Nighter,5.10a,V3,-1.4523323035169444
arthur's rock,Ode to Failure,5.12c,V8,1.139848548058216
City of Rocks,Gemini,5.12a,V7,-0.15803299196604773
Foster falls,Satisfaction,5.12a,V7,-0.4703138025395463
Foster falls,The Acquittal,5.11b,V5,-1.3997078665676712
New River Gorge,Mercy seat,5.13a,V10,0.987926146235636
Bishop,War Drum,5.10c,V4,-0.16642419141680595
Bishop,Impulse Control,5.10c,V4,-1.4589262297227732
HP 40,Spirit,5.10a,V3,-0.47681345667975933
HP 40,Turtle Head,5.9,V2,-1.2947139814352515
Foster falls,Abacus,5.13a,V10,1.9866184709190582
Red River Gorge,The sauce,5.12b,V8,-0.26193237150396625
Red River Gorge,The dinosaur,5.12d,V9,0.4277443432586745
Foster falls,The Hoosier,5.11b,V6,-1.714515611322903
Maple Canyon,Shoot em up,5.13a,V10,1.3990991444263812
Horsetooth,Right Eliminator,5.10c,V4,0.10834529829797646
Hueco Tanks,Schadenfraud,5.11a,V5,0.7926141541492238
Enchanted Tower,Humpty Dumpty,5.12a,V7,-1.6936397754413663
Maple Canyon,Brown Hole,5.12b,V8,-0.852675740907409
Red River Gorge,Forearm Follies,5.12b,V8,-1.3614229688072612
Red River Gorge,Nicorette,5.12a,V7,0.07053605116590482
Red Rocks,Minstrel in the Gallery,5.12b,V8,0.5380453952995501
Red Rocks,Slopey Traverse,5.11d,V6,0.9255788807490866
Big Elk Meadows,Get Over It,5.13a,V10,2.137725678468064
Rumney,Debbie does CPR,5.11a,V5,-1.5102701883242446
Rumney,Gulliver's Travels,5.11b,V5,-2.414529428592024
Rumney,Lies and Propaganda,5.9,V2,-2.704474573759661
Poudre Canyon,Short Chubby Demon,5.11d,V6,1.1775684020675503
Rumney,Boogieman,5.13c,V12,2.3547506532474043
Pawtuckaway,Hobbit Hole,5.10a,V3,0.2542546942258984
Rumney,Oby-Won Ryobi,5.9,V2,-2.6448601607641846
Joe's Valley,Save Yourself,5.12d,V9,1.6742122072916577
Castle Rock,The Slope,5.10c,V4,0.7348151429869647
Owens River Gorge,Flashflood,5.12b,V8,-0.6933136183296873
Owens River Gorge,Darshan,5.12b,V8,-0.5415491538047624
New River Gorge,Slash and Burn,5.12d,V9,1.7532498000414893
Big Chief,Pow Wow,5.11a,V5,-1.43509598247195
Big Chief,Mohawk,5.10b,V3,-2.7199344260784772
Lincoln Woods,Executioner,5.11a,V5,0.8627296119141008
Lincoln Woods,French Postcard,5.11b,V5,-0.421649990578818
Joshua Tree,The Chube,5.9,V2,-0.983237174706125
Joshua Tree,Gunsmoke,5.10a,V3,0.4223716872734381
Bishop,Cue Ball,5.10c,V4,-0.2577349645322594
New River Gorge,Dissonance,5.13a,V10,1.4264937772449353
Smith Rocks,Blasphemy,5.11a,V5,-2.042304031294264
Owens River Gorge,Orange Peel,5.10c,V4,-2.5300436536166737
Maple Canyon,Millenium,5.14a,V14,2.7407718500735694
New River Gorge,Narcissus Direct,5.12d,V9,0.03613699296725122
Lincoln Woods,Pond Cave Traverse,5.10c,V4,-0.7530277615464978
Foster falls,Pillsbury,5.11a,V5,-2.3432189482540378
Obed,Pet Cemetary,5.11a,V5,-1.8841725222838892
Rumney,Juan Valdez,5.10b,V3,-2.4891022139911705
Foster falls,The Big One,5.11b,V5,-1.6257546665167433
Foster falls,Rollo,5.11a,V5,-1.3643126080426156
Foster falls,Wristlets,5.11b,V6,-0.7790345704454218
Foster falls,So What,5.11b,V5,-1.842525325009475
Obed,Heresy,5.11b,V6,-1.8271291069718951
Obed,Clyde the Mega Dude,5.11b,V5,-1.5257091288739988
Foster falls,Gun Bunny,5.12b,V8,1.220290617081319
Foster falls,Greed,5.11d,V6,-1.3312305025324596
Enchanted Tower,Rumplestiltskin,5.12a,V7,-1.6524597056612693
Morrison,Air Jordan,5.11a,V5,1.2390659804789472
HP 40,Cuts like a knife,5.11a,V5,0.41760407237043573
Joe's Valley,The Worm Turns,5.13b,V11,2.4260311090515008
Rumney,Pulse,5.11d,V6,-0.061791368567551644
Joe's Valley,Unknown,5.11d,V6,0.08977834903973914
Joe's Valley,Brawny Dyno,5.11a,V5,-1.6835886765741859
Joe's Valley,Beyond Life,5.13a,V10,2.466091230180086
Red Rocks,Where Egos Dare,5.12a,V7,-0.7479325621715022
Yosemite,The Octagon,5.11d,V6,1.5646836749668687
Rumney,Barking Spiders,5.11b,V6,-1.7035625641058458
Red River Gorge,Prime Directive,5.11b,V5,-1.3699309663473473
Red River Gorge,Breathe Right,5.11b,V6,-1.9846734499397574
Red River Gorge,Injured Reserve,5.11a,V5,-1.5984976954199577
Jailhouse,Whipping Boy,5.12b,V8,0.4387984696311533
Shagg,Shaggin' Wagon,5.12a,V7,-0.5420483654167847
Smith Rocks,Doritos,5.12c,V9,1.6645543706105073
Smith Rocks,Tsunami,5.12c,V9,0.9407979997083535
Red River Gorge,Primus Noctum,5.12a,V7,-1.4485803496466931
Red River Gorge,Count Floyd Show,5.11b,V5,-2.5687266836238143
Red River Gorge,Smokin' Joe,5.11b,V7,-2.2490914770214867
Red River Gorge,Maypop,5.11a,V5,-1.6055751980472255
Maple Canyon,Minienticer,5.9,V2,-3.2749479640469277
Maple Canyon,Zen Fen,5.9,V2,-3.0811423348128395
Maple Canyon,Zen Master,5.10d,V4,-2.7316842915330533
Yosemite,Silly Roof,5.12b,V8,2.3933443358034068
Enchanted Tower,Technowitch,5.12a,V7,-1.4742085261998639
Flatirons,The Turning Point,5.12c,V9,0.9377183511998799
Foster falls,Snake Charmer,5.11a,V5,-0.11507618349576426
American Fork,Jug Abuse,5.13b,V11,2.063865149486775
Red River Gorge,Chimp,5.10b,V3,-3.0931232105963176
Bishop,Lululator,5.10c,V4,0.4997122286864524
Smith Rocks,JT's Route,5.10b,V3,-2.0522107897468205
American Fork,Juggernaut roof,5.12b,V8,0.40018830012418344
New River Gorge,Tongulation,5.11a,V5,-1.3350951704790204
Flagstaff,Consideration,5.10c,V4,-0.008501079784402467
Flatirons,Original Grapple,5.10c,V4,-1.2247148683410811
Rifle,Pile Driver,5.11b,V5,-1.2933625825532222
Rumney,Great White,5.13a,V10,1.5153218583640808
Black Mountain,Center Visor,5.11d,V6,-0.6947546829005238
Obed,La Familia,5.12c,V8,0.5321549403005905
Rumney,Nikki's Crack,5.11d,V6,-0.5650519164577317
Red cliff,Star Crossed Lovers,5.11d,V6,-0.8710696638671815
Red cliff,Romeo,5.12b,V8,0.4459510777993093
Joe's Valley,Phony Baloney,5.11a,V5,-0.4293180573092311
Red River Gorge,Mama Benson,5.12a,V7,-0.8626993655524319
Red River Gorge,Supafly,5.12b,V8,-1.4290036600277511
Obed,Huecool Senior,5.13a,V10,0.7994669442064338
New River Gorge,Puppy Chow,5.12c,V9,0.3109821290644172
Mt Charleston,Great Train Robbery,5.11b,V7,-1.2087661440809792
Boulder Canyon,Flying Beast,5.13a,V10,1.5084584601162678
Rifle,Hurl jam,5.11d,V6,-0.979301077520902
Ten sleep,I Just Do Eyes,5.11b,V5,-4.471764796167535
Ten sleep,Hanoi Hilton,5.11d,V6,-2.6739744616452215
Ten sleep,Bikini Girls with Machine Guns,5.11a,V5,-3.5712177053531855
Ten sleep,Some Boys Never Learn,5.11b,V4,-3.013604818797254
Owens River Gorge,Black Hole,5.12b,V8,-1.507328613550783
Owens River Gorge,Lalaland,5.11b,V6,-1.9843859693863408
